"","baseline-03182015_S2","baseline-03272015_S8","baseline-05202015-Islet-15_S1","baseline-05222015-Islet-16_S6","baseline-09032015_S2","baseline-09102015_S7","baseline-10012015_S12","baseline-10292015_S17","Single-cell-bulk-03182015_S4","Single-cell-bulk-03272015_S10","Single-cell-bulk-05202015_S3","Single-cell-bulk-05222015_S8","Single-cell-bulk-c1-09032015_S5","Single-cell-bulk-c1-09102015_S10","Single-cell-bulk-c1-10012015_S15","Single-cell-bulk-c1-10292015_S20","undissociated-c1-ctrl-09032015_S3","undissociated-c1-ctrl-09102015_S8","undissociated-c1-ctrl-10012015_S13","undissociated-c1-ctrl-10292015_S18","Untreated-Ctrl-03182015_S3","Untreated-Ctrl-03272015_S9","Untreated-Ctrl-05202015_S2","Untreated-Ctrl-05222015_S7"
"ENSG00000198783",171,352,214,774,164,480,705,882,484,592,202,1224,523,711,564,757,542,736,811,827,317,378,284,894
"ENSG00000165566",76.28,35.68,8.75,21.69,9.19,6.96,27.91,29.55,72.83,120.41,15.76,39.51,26.41,23.92,13.7,16.58,20.48,6.81,16.91,11.47,46.03,44.8,22.19,20.17
"ENSG00000233154",5.79,3.08,1.03,4.17,5.23,1.02,1.6,1.46,8.58,7.52,7.5,4.74,0.97,6.69,6.98,1.18,1.79,3.63,8.07,5.19,3.08,8.6,3.08,4.87
"ENSG00000259111",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000229639",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254066",0,0,0,0,0,0,1,1,4,9,0,0,0,0,1,0,0,0,0,0,4,2,0,0
"ENSG00000058668",214,329,320,570,90,242,587,360,426,633,209,676,284,543,740,445,321,342,634,400,255,395,358,460
"ENSG00000226412",0,1,0,0,0,0,0,0,5,6,0,1,0,1,4,0,0,0,0,0,2,1,0,0
"ENSG00000090487",382.71,510.14,90.98,392.5,71.82,179.61,271.55,332.16,467.23,702.21,127.82,456.33,254.62,423.35,323.67,389.42,249.2,223.24,264.45,272.08,387.73,526.8,189.34,325.93
"ENSG00000253693",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000184014",186,355,78,179,29,107,170,144,213,335,63,183,107,185,203,154,110,132,142.01,121,221,304,101,120
"ENSG00000261353",0,1,0,5,0,1,0,1,1,3,0,3,0,3,0,6,0,2,1,1,0,2,0,2
"ENSG00000250125",1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203565",30.01,30.26,7.4,17.05,2.14,5.4,6.65,6.94,29.17,46.96,17.84,20.94,4.48,17.3,7.92,3.6,13.11,2.59,8.26,12.12,31.12,18.44,13.69,21.96
"ENSG00000198060",38,104,35,106,6,24,43,38,94,229,22,143,23,108,145,60,25,43,54,29,94,126,36,85
"ENSG00000084731",41,55.76,33,259,44,124,113,152,74,108,24,274,117,187.92,139,165,118,126,152,209,63,57,28,200
"ENSG00000261683",0,1,0,0,0,0,1,0,1,4,0,0,1,0,1,1,0,0,0,0,0,1,0,0
"ENSG00000255494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213468",46.13,32.44,7.46,22.47,6.92,6.69,18.06,18.11,41.61,38.04,10.44,26.72,12.79,17.87,26.39,8.04,14.51,10.56,5.92,6.84,46.28,39.8,14.07,19.19
"ENSG00000183019",2,0,0,8,1,2,9,2,4,0,1,2,2,9.81,9,4,4,1,19,9,5,1,1,2
"ENSG00000197301",27.82,18.87,0.97,10.39,1,2,17.4,7.61,44.74,86.63,8.89,12.78,4.13,6,14.5,10.3,6.7,9.82,10.44,9.98,27.93,21.82,1.93,8.28
"ENSG00000259604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"ENSG00000223470",1,0,0,1.11,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0.47,0,0
"ENSG00000244567",41,48,4,18,1,12,8,17.07,45,53,2,24.99,6,22,20,17,7,17,9,8,41,48,2,18
"ENSG00000226927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000151388",15,53,14,43,17,74,97,96,43,71,7,53,46,75,111,96,44,67,82,84,17,61,25,44
"ENSG00000260505",5,1,0,0,0,0,0,1,27,44,0,2,0,0,2,0,0,1,1,0,2,5,0,0
"ENSG00000230381",3.88,0.03,1,1.24,0,1,0,1,1.93,3.13,0,1.02,0,4.39,1.54,2.43,0,1,0,1,2,5.25,0,0.95
"ENSG00000261584",10,16,0,33,2,17,16,28,38,53,1,58,10,52,32,70,7,16,17,33,20,17,6,18
"ENSG00000258694",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000224950",2,4,2,24,4,4,29,7,2,6,3,23,8,1,9,0,14,7,43,3,2,3,2,24
"ENSG00000234350",168.69,114.04,26.53,73.13,5.23,24.72,59.11,61.84,146.01,202.25,59.76,96.37,33.69,71.22,55.91,88.08,41.15,24.74,58.74,52.36,125.41,117.2,61.59,60.16
"ENSG00000180712",16.37,9.96,1.02,12.88,1.53,4.8,9.4,1,17.08,19.75,9.02,9.33,4.31,9,10.73,4.3,11.42,8.78,7.38,4.68,6.55,11.91,11.34,10.34
"ENSG00000231971",0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,1,0,0,3,2,0,0
"ENSG00000250846",1,3,0,0,1,1,2,0,2,8,0,2,6,3,2,1,4,2,5,1,2,1,2,1
"ENSG00000112312",221,271,105,660,83,131,513,233,374,540,77,767,203,289,617,295,294,321,637,196,335,311,136,694
"ENSG00000139505",135,203,73,164,21,59,87,91,278,420,18,212,65,168,191,173,65,131,130,106,203,259,47,145
"ENSG00000157399",53,73,141.83,369.67,68.58,176.9,721.85,391,145,209.93,99,479.54,274,237.05,388.63,270,329,363.37,597.66,300,94.98,93,159.75,411
"ENSG00000197958",12007.9,11190.73,9746.32,14028.48,2401.35,6436.5,10244.36,11883.97,10451.65,9701.56,10017.83,19091.15,6899.43,11002.82,10427.99,11845.9,9574,11393.56,11037.73,11716.71,13088.59,11029.13,18765.77,14616.08
"ENSG00000205930",78.29,95.45,31.03,104.97,19,53.17,77.55,83.69,130.21,147.21,29.97,210.52,40.36,154.22,164.12,122.71,60.14,100.97,94.15,85.26,110.47,99.83,30.41,105.61
"ENSG00000110619",317.07,553.21,779.36,1383.09,239.92,686.8,1157.8,1830.46,747.09,1283.71,510.02,1894.38,875.26,1154.24,1004.46,1896.82,931.95,1100.93,1445.71,1733.68,439.73,775.34,780.63,1323.02
"ENSG00000236700",1,0,0,0,0,0,0,1.02,2.08,3,0,1,1,0,0,0,0,0,0,0,2,1,0,0
"ENSG00000159761",0,0,1,7,1,1,4,5,3,2,0,5,3,7,1,9,4,0,3,1,2,1,1,4
"ENSG00000239467",9,17,0,5,1,1,3,5,31,32,1,9,2,8,9,9,2,5,1,5,17,12,5,3
"ENSG00000258499",2,1,0,5,0,10,4,11,2,9,0,7,0,5,1,9,1,16,5,13,0,4,2,13
"ENSG00000254171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000075340",0,9,8,5,0,2,5,4,1,18,9,12,1,2,3,1,3,2,6,0,0,8,7,16
"ENSG00000248479",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213563",50,46,12,110,17,38,46,110,60,69,9,195,60,79,69,119,64,49,42,88,68,31,17,164
"ENSG00000229051",0,0,0,0,0,0,1,0,1,1,0,1,0,2,0,1,0,0,0,1,0,1,0,0
"ENSG00000268206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000064999",23,50,50,211,34,90,156,115,66,85,32,214,124,158,119,132,117,110,183,120,58,60,51,185
"ENSG00000171564",50,499,8,450,18,41,521,46,193,777,12,398,112,91,2667,92,226,99,757,46,82,352,39,223
"ENSG00000258698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231529",0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,1,0,0,1,1,0,0,0,0
"ENSG00000251527",2,1,0,0,0,0,0,1,5,4,0,0,0,0,1,1,0,0,0,2,3,0,0,0
"ENSG00000226208",1,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000101188",0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000249413",1,1.05,1.4,1.82,0,1.42,0,1.45,2.35,2.87,0,8.93,7.36,4.24,0,3.74,0.72,0,1.75,0,1.37,1.24,0,2.28
"ENSG00000007392",125.76,135.04,89.52,328.97,32.27,69.62,185.48,113.46,232.65,405.77,102.58,463.94,136.77,275.31,322,279.68,113.64,97.24,229.27,121.66,182.11,161.31,105.04,313.73
"ENSG00000232310",2,1,1,3.03,0,0,0,3.09,5,3,0,1,1.02,1.04,0,1.07,1,0,2.03,1,0,0,0,1.01
"ENSG00000112378",415.31,313,115,635,52,194.87,246.95,181,580,744.9,79.99,730.92,203.96,426,493.94,249.84,159.85,259,282.84,207,526.9,409.93,131.88,493.92
"ENSG00000109084",392.71,372.13,570.25,811,137.54,311.19,700.31,613.78,491.61,647.52,393.33,1165.47,412.83,615.7,935.6,639.14,532.47,787.3,946.73,601.72,403.24,425.26,821.69,828.81
"ENSG00000260176",0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0
"ENSG00000222041",349.8,745.36,532.39,752.08,88.49,422.41,1118.24,469.39,335.96,704.44,560.5,888.64,198.78,608.71,950.52,588.38,376.89,627.36,1266.03,492.52,327.65,887.92,893.79,711.94
"ENSG00000261326",31.79,55.35,13.02,43.21,4,17,16.05,19.16,79.75,132.2,9,55.5,10,32.32,27.03,28.05,3,15.55,15.03,16.01,34.75,35.57,8.27,23
"ENSG00000169756",482.15,771.28,491.59,1003.19,175.64,491.67,871.96,606.26,724.77,1232.3,571.38,1266.81,405.16,705.84,768.35,568.45,533.26,681.26,979.39,548.21,548.73,854.1,736.5,1025.09
"ENSG00000184897",14,32,28.6,57.94,5,15.77,38.95,40.13,21.14,41.83,44.99,64.97,28,66,54,79,29.94,17,65.94,51.96,29,26,30.16,69.23
"ENSG00000269711",0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0
"ENSG00000111981",27,32.79,23.35,21.87,4,15.99,35.76,30.61,41.42,52.07,8.94,25.3,7.78,11.99,55.6,68.13,5.14,19.66,31.89,32.32,27.01,31.02,29,20.06
"ENSG00000108405",1,0,61,5,0,0,2,4,1,4,53,7,1,0,0,5,4,2,7,1,2,1,67,6
"ENSG00000224843",3,7,4,11,0,6,10,14,14,13,0,29,1,30,13,20,6,9,13,17,3,10,5,16
"ENSG00000123243",327.49,194.75,59.23,233.36,40.87,67.46,254.29,143.69,390.32,458.02,165.35,354.58,105.44,168.45,233.99,179.5,107.81,105.22,240.14,70.01,277.95,286.31,122.4,220.97
"ENSG00000164733",11148.82,15455.43,12637.81,35024.49,3435.39,9859.77,22409.02,25942.83,15702.87,18199.44,7043.86,30549.15,11600.03,11161.58,13998.45,19023.7,14401.03,14238.5,22369.73,19370.44,14191.75,17503.33,10996.87,28196.21
"ENSG00000266579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181029",32,26,70,353,69,110,514,258,23,45,82,200,244,134.45,89,185,210,64,334,180,21,30,48,330
"ENSG00000250075",19.16,8.92,3.01,24.56,1.97,8,9.3,10.03,15.55,39.47,12.67,32.31,8.65,27.6,18.65,18.34,22.34,8.14,13.74,11.96,23.4,17.07,10.62,13.04
"ENSG00000229722",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235052",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000172771",53.99,38.98,19.47,110.5,23.51,59.05,42.56,112.2,114.56,113.78,32.2,180.38,74.56,123.56,47.08,127.75,95.84,49.58,61.69,165.51,63.42,55.56,21.07,114.1
"ENSG00000236611",0,1.01,0,1,0,0,0,0,0,3.08,0,0,0,1.01,0,1.01,0,0,0,1.01,0,0,0,0
"ENSG00000006114",345.13,314.29,162.96,376.55,47.63,158.71,201.53,246.25,478.02,707.54,209.06,550.11,195.21,395.92,320.86,300.93,176.95,214.54,253.4,225.94,379.64,360.4,200.09,295.03
"ENSG00000141098",51,117,108,557,50,137,236,202,141,316,107,730,280,335,200,262,280,214,233,217,88,135,90,634
"ENSG00000221571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205929",951.48,547.48,202.05,609.96,113.63,160.55,383.67,422.59,1119.43,1288.99,541.12,847.16,318.57,459.85,427.32,472.9,378.66,219.46,462.42,357.75,836.1,705.22,402.21,512.14
"ENSG00000236389",0,0,0,0,0,0,1,3,1,5,0,2,1,0,0,1,0,1,0,0,0,0,0,1
"ENSG00000231273",12,16,0,0,1,2,0,1,9,21,0,4,1,6,3,5,0,4,1,2,16,16,0,2
"ENSG00000239353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"ENSG00000259365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233200",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232139",0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,2,0,0,0,0,2,0,3
"ENSG00000238078",2,0,0,0,1,0,0,0,8,6,0,0,0,0,0,2,0,0,0,0,2,0,1,0
"ENSG00000076513",126.38,154.91,65.4,195.28,36.75,109.19,139,106.62,177.24,298.44,66.03,292.21,108.95,227.07,315.2,177.71,112.91,137.3,170.84,143.65,165.69,172.49,95.43,146.72
"ENSG00000101189",16,10,8,49,6,23,56,25,15,24,10,36,30,42,27,18,19,25,49,25,10,11,13,37
"ENSG00000235202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005156",86.37,82.63,230.45,368.29,75.39,226,202.49,326.16,189.65,173.92,119.24,399.7,194.19,318.32,202.31,278.04,235.23,359.34,316.6,300.83,109.12,111.66,181.69,317.37
"ENSG00000131100",1245.76,2372.21,1010.38,3176,468,1483.64,2141.38,3208.24,2487.39,3260.94,698.78,4876.11,1469,3007.56,2792.4,2853.02,1786.25,3058,2767.13,2834,2065.45,2486.16,1256.03,3208.74
"ENSG00000236651",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253361",13,10,3,25,7,12,14,13,23,20,1,73,10,34,36,22,20,21,29,25,20,19,1,36
"ENSG00000136319",253.12,295.04,183.29,858.05,109.16,470.59,409.87,772.47,493.74,526.98,157.02,1198.11,416.65,620.45,520.26,810.7,422.58,662.9,635.49,643.75,307.32,358.89,201.26,830.31
"ENSG00000256994",1,1,0,0,0,0,0,0,2,3,0,0,0,4,0,0,0,1,1,0,1,1,0,0
"ENSG00000254100",4,7,5,17,2,4,8,14,3,13,1,27,20,21,11,17,15,17,23,18,5,8,4,11
"ENSG00000234255",11.36,8.95,0,1.44,0,2.15,3.89,3.17,15.75,17.68,2.24,9.7,3.09,12.65,9.87,1.4,2.52,2.29,3.07,2.49,9.77,9.32,5.47,3.14
"ENSG00000224739",0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0
"ENSG00000136250",67.54,55.8,13.43,41.39,4.95,9.45,18.59,21.34,98.15,125.63,61.52,47.1,24.98,29.34,33.09,22.94,23.91,16.78,36.28,25.44,75.54,63.54,43.2,44.13
"ENSG00000228697",1,1,0,2,0,0,2,3,11,18,0,4,0,0,0,2,1,0,0,0,3,0,1,1
"ENSG00000239407",6,15,7,21.58,6,23.84,18.71,25,19.59,24,3,53.23,17,43,39.23,35,18.75,28.18,26,23,12.6,17.01,6,27
"ENSG00000133454",0,0,3,7,0,2,4,0,5,7,2,8,5,13,2,8,2,4,2,6,2,0,3,2
"ENSG00000261542",20,20,1,3,1,4,1,1,29,75,2,9,0,12,15,4,0,3,2,2,17,29,6,5
"ENSG00000164506",38,61,17,112,7,55,40,59,60,158.01,17,104,39,169,116,119,19,68,50,48,44,70,31,48
"ENSG00000232555",2.67,1.12,0,0,0,0,0,0,1.15,0,1.24,1.2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000026950",98.35,58.47,63.14,95.15,18.9,54.69,109.17,127.25,118.1,142.87,47.43,122.84,64.34,132.14,128.98,121.7,84.09,91.64,161.94,119.16,79.12,97.91,81.59,77.36
"ENSG00000234754",107.41,48.24,11.83,27.27,7.57,11,27.57,21.37,129.71,135.33,34.88,54.13,19.09,22.07,31.89,36.73,19.53,15.54,33.88,15.96,80.37,70.28,35.87,32.5
"ENSG00000254321",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000256389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231826",45.61,23.08,8.87,13.17,3.56,4.17,32.31,9.51,57.88,47.49,14.43,30.62,12.52,17.29,9.15,18.12,16.98,5.39,17.51,13.6,43.36,23.29,24.54,22.48
"ENSG00000232436",0,1,0,0,0,0,0,0,0,3.58,0,0,0,0,0.32,0,0,0,1,0,2.16,2.02,0,0
"ENSG00000205927",0,0,0,0,0,1,0,3,0,1,1,1,2,1,1,0,0,0,1,0,0,0,0,1
"ENSG00000237726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265692",475.52,279.34,110,174.28,38.16,64.99,157.03,191.09,538,623.93,303.29,259.12,85.3,212.19,164.69,179.96,141.29,79.59,146.88,122.77,415.22,362.96,225.22,152.95
"ENSG00000254130",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000104921",0,0,0,1,0,0,0,1,4,3,0,4,2,1,0,0,0,0,0,1,1,0,0,1
"ENSG00000259182",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,1,1,2,1,0,0,0
"ENSG00000253713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000132466",222,328,303,980,157,577,519,773,488,666,182,1202,505,1172,916,981,446,914,655,792,300,340,298,748
"ENSG00000254753",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000171217",0,1,0,3,0,2,1,0,0,0,1,1,0,0,0,1,1,0,1,3,0,0,0,1
"ENSG00000253205",1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ENSG00000237658",2.49,1.05,1.78,10.25,0,3,6.4,5.25,15.52,20.9,4.53,12.83,3,3.93,3.49,9.57,3.11,2.61,9.85,5.02,6.4,6.45,3.81,8.32
"ENSG00000205667",0,0,2,2,0,1,6,0,1,0,0,4,1,2,3,0,1,4,6,1,0,0,2,4
"ENSG00000253469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227925",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
"ENSG00000146215",21,70,0,99,40,60,82,90,64,149,4,185,152,41,99,101,159,77,118,131,37,81,1,110
"ENSG00000145777",4,35,11,3,3,4,2,14,25,39,17,4,5.96,7,6.67,12,5,6.24,2,12,13,36,26.44,2.38
"ENSG00000108602",0,2,0,15,1,4,33,7,2,6,1,8,5,0,18,5,9,8,24,0,3,5,1.12,13
"ENSG00000204397",42.51,37.79,4.54,40.7,7.41,17.82,43.35,46.83,49.8,126.88,4.15,60.38,34.39,27.95,43.45,62.13,36.21,30.51,55.05,59.57,41.66,74.76,18.38,41.47
"ENSG00000231028",73.07,72.41,35.22,395.78,30.27,81.02,165.88,211.63,105.16,201.22,41.15,584.38,131.97,262.3,200.04,395.79,107.19,98.09,354.91,357.28,87.05,108.82,22.67,360.21
"ENSG00000224655",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,2
"ENSG00000230023",0,0,0,0,0,0,0,0,1.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000238042",2,5,0,0,2,3,12,6,1.6,9.98,1,3.17,3,4,6,8,1,1,9,6,2,9,0.95,0
"ENSG00000112379",881.57,1225.71,191.66,1910.14,408.41,1124.74,1015.92,1245.35,1826.7,2491.55,175.21,2378.91,1106.83,2028.68,1438.53,1437.78,975.33,1279.81,1055.85,1021.17,915.76,1092.88,232.67,1288.54
"ENSG00000108846",120.53,114.75,461.37,965.32,81.8,103.32,782.86,170.18,119.11,316.87,496.2,1111.64,232.81,202.12,640.16,171.11,403.01,151.78,938.75,186.14,141.01,157.55,438.93,886.87
"ENSG00000267957",438.29,263.27,98.03,211.33,55.97,85.04,139.58,173.62,460.33,569.48,246.82,290.3,117.71,166.01,166.18,189.19,136.75,81.59,148.38,135.72,397.29,338.38,195.38,211.28
"ENSG00000228437",0,0,1,0,0,0,1.98,1.97,3.84,3.05,1,0,0,0,0,1.03,0,0,0,0,0,0,0,0
"ENSG00000269772",1,0,0,2,0,0,0,0,0,6,0,2,0,2,5,1,0,1,0,0,3,0,1,1
"ENSG00000060491",6,17,18,36,5,12,27,16,7,18,13,33,11,26,31,18,12,16,29,30,11,14,17,36
"ENSG00000149654",36,33,8,126,10,51,60,85,36,38,15,210,51,156,87,157,35,60,86,103,25,28,11,134
"ENSG00000225087",0,0,0,0,0.98,0,0,0,2.05,0,0,0,1.02,0,0,0.73,0,0,2.73,0,0,0,0,2.37
"ENSG00000235736",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000264443",967.94,570,45,249,45,141,91,254,834,1055.86,30,380,112,322,301,383,88,299,149,226,485,523,59,199
"ENSG00000184221",3,2,0,9,1,4,7,8,1,11,2,20,3,23,7,6,4,4,5,5,5,3,0,11
"ENSG00000227016",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232679",9,37,6,19,3,48,90,32,38,29,5,22,10,43,50,32,20,37,68,27,20,54.01,7,25
"ENSG00000225826",0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000233978",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000161573",96.36,45.08,12.65,44.86,10.19,18.98,34.71,34.72,108.34,172.63,43.46,82.78,27.1,68.84,33.32,41.83,13.3,11.99,32.71,34.75,77.16,77.77,41.54,52.73
"ENSG00000095574",79,140,66,122,8,95,59,105,199.23,305.83,46,175,54,156,180,137,54,175.81,108,108,134,169,72,123
"ENSG00000236230",1,0,0,0,0,0,1,2,0,3,0,12,1,0,2,2,1,0,2,0,0,0,0,2
"ENSG00000230587",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1
"ENSG00000250377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000074771",1,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0
"ENSG00000260563",13.38,17.11,7.27,26.03,2,12.01,12.04,21.24,21.3,36.27,15.21,40.05,13.1,27.42,24.07,37.06,10.44,25.02,20.09,21.33,7.24,16.14,7,20.21
"ENSG00000237856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260011",0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0
"ENSG00000106144",779.42,680.51,562.78,1074.43,152.79,396.36,555.55,526.66,783.71,1044.83,537.32,1332.77,336.78,748.49,954,730.79,384.08,549.53,782.9,561.05,490.59,678.79,819.71,817.28
"ENSG00000062096",1.01,1.19,0,1.87,1.23,2.01,1,3.98,1.31,2.04,3.01,3.29,0,1.66,0,1.42,0,0,0.94,0,3,0,0,0
"ENSG00000164237",888.55,658.8,205.72,641.53,140.63,255.93,525.59,615.35,1130.89,1490.51,451.21,1004.66,455.53,727.31,591.36,717.64,439.37,374.51,573.93,513.53,865.49,757.03,434.68,522.33
"ENSG00000253894",7.21,4.08,0.8,0,0,0,2.39,3.69,14.87,38.56,1.01,0.72,1.57,2.17,4.3,2.16,1.93,1,4.46,0,4.93,7.39,0,0.81
"ENSG00000226643",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000155918",1.2,1.28,5.87,16.69,0,0,15.83,1.49,1.47,2.34,2.76,15.8,3.57,0,0,0,0,0,8.72,1.27,1.12,0,6.97,1.61
"ENSG00000164022",729.91,1077.85,321.88,708.36,79.64,293,345.04,342.55,1337.16,1756.22,229.51,1206.8,260.9,965.23,1100.03,833.35,187.87,570.13,533.3,509.95,948.62,1190.8,521.07,577.12
"ENSG00000261025",2,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"ENSG00000233973",2.01,1,0,1,0,0,0,0,6.04,7,0,0.93,0,0,1,0,1,0,0,0,6.07,0,0,0.85
"ENSG00000147799",0,0,3,5,0,0,10,5,6,2,2,2,3,0,4,2,2,0,4,0,2,2,4,3
"ENSG00000226172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000233755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229086",0,0,0,2,0,2,3,3,1,3,0,1,1,1,2,1,0,1,2,2,1,0,0,0
"ENSG00000239216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000122783",129.55,265.67,233.96,794.91,72.4,208.85,408.36,438.72,332.67,505.8,211.72,1118.57,220.03,426.27,503.33,529.89,290.38,415.96,499.76,466.22,253.73,294.33,285.6,834.25
"ENSG00000255221",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000167601",415.03,804.23,173.36,253.78,8.96,318.93,314.44,173.53,716.46,861.02,147.45,395.79,47.19,318.82,699.63,243.92,45.52,276.51,314.03,154.81,326.55,1226.77,182.05,209.73
"ENSG00000133318",874,866,316,1007,82,296,452,555,1319,1737,171,1381,299,840,935,817,241,463,340,380,1132,902,394,865
"ENSG00000249096",175.03,106.47,32.51,83.05,15.01,18.57,41.02,50.87,183.04,241.95,75.51,84.09,40.73,64.83,53.56,54.31,41.42,25.45,41.73,37.14,110.48,138.07,67.89,58.19
"ENSG00000233534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253583",0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"ENSG00000223479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
